"movieCode","title","subtitle","score","genre","country","runningTime","pubDate","plot","filmRating","director","actors","poster","stillCuts"
"182387","윤희에게","Moonlit Winter , 2019","9.23점","멜로/로맨스|","한국|","105분","2019.11.14개봉","평범한 일상을 살아가던 '윤희' 앞으로 도착한 한 통의 편지. 편지를 몰래 읽어본 딸 '새봄'은 편지의 내용을 숨긴 채 발신인이 살고 있는 곳으로 여행을 제안하고, '윤희'는 비밀스러웠던 첫사랑의 기억으로 가슴이 뛴다. '새봄'과 함께 여행을 떠난 ‘윤희’는 끝없이 눈이 내리는 그곳에서 첫사랑을 만날지도 모른다는 기대를 품는데…","12세 관람가","임대형","김희애|김소혜|성유빈|나카무라 유코|키노 하나|타키우치 쿠미|야쿠마루 쇼|김학선|한송희|","https://movie-phinf.pstatic.net/20191203_217/1575347950420leqmB_JPEG/movie_image.jpg?type=m77_110_2","https://movie-phinf.pstatic.net/20190312_37/1552350933603fLpeM_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20190312_72/1552350934423Rhn1F_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20190312_94/15523509348702RbUh_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20190927_153/1569546049100aqVcu_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20190924_119/1569285803427VDTie_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20191002_255/15699824726563tBtL_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20191002_287/15699824730228v7dg_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20191002_282/1569982473553vFXw6_JPEG/movie_image.jpg?type=m665_443_2|"
"189623","남매의 여름밤","Moving On , 2019","9.02점","드라마|","한국|","104분","2020.08.20개봉","방학 동안, 아빠와 함께 할아버지 집에서 지내게 된 남매 옥주와 동주, 그렇게 오래된 2층 양옥집에서의 여름이 시작되고 한동안 못 만났던 고모까지 합세하면서 기억에 남을 온 가족의 이야기가 펼쳐진다. 제24회 토론토릴아시안국제영화제 오슬러 최우수 장편 영화상 (2020) 제17회 홍콩아시안영화제 뉴탤런트상 (2020) 제38회 이탈리아토리노영화제 최고 작품상 (2020)","전체 관람가","윤단비","최정운|양흥주|박현영|박승준|김상동|","https://movie-phinf.pstatic.net/20200721_100/1595307510654a6eNC_JPEG/movie_image.jpg?type=m77_110_2","https://movie-phinf.pstatic.net/20200728_170/1595897477314mws1j_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200728_160/1595897477430UQLeG_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200728_212/15958974775533OJNt_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20190927_73/1569570262906btfUm_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200728_275/1595897477695dXby7_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200728_159/1595897477801f6QUr_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20190927_212/1569570261907SadY5_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20190927_45/1569570262431OtXDf_JPEG/movie_image.jpg?type=m665_443_2|"
"91031","신세계","New World , 2012","9.50점","범죄|드라마|","한국|","134분","2020.05.21재개봉,2013.02.21개봉","""너, 나하고 일 하나 같이 하자"" 경찰청 수사 기획과 강과장(최민식)은 국내 최대 범죄 조직인 '골드문'이 기업형 조직으로 그 세력이 점점 확장되자 신입경찰 이자성(이정재)에게 잠입 수사를 명한다. 그리고 8년, 자성은 골드문의 2인자이자 그룹 실세인 정청(황정민)의 오른팔이 되기에 이른다. ""우리 브라더는 그냥 딱, 이 형님만 믿으면 돼야!"" 골드문 회장이 갑자기 사망하자, 강과장(최민식)은 후계자 결정에 직접 개입하는 '신세계' 작전을 설계한다. 피도 눈물도 없는 후계자 전쟁의 한 가운데, 정청(황정민)은 8년 전, 고향 여수에서 처음 만나 지금까지 친형제처럼 모든 순간을 함께 해 온 자성(이정재)에게 더욱 강한 신뢰를 보낸다. ""약속 했잖습니까... 이번엔 진짜 끝이라고"" 한편, 작전의 성공만 생각하는 강과장(최민식)은 계속해서 자성(이정재)의 목을 조여만 간다. 시시각각 신분이 노출될 위기에 처한 자성(이정재)은 언제 자신을 배신할 지 모르는 경찰과, 형제의 의리로 대하는 정청(황정민) 사이에서 갈등하게 되는데…","청소년 관람불가","박훈정","이정재|최민식|황정민|박성웅|송지효|김윤성|나광훈|박로사|최일화|주진모|장광|권태원|김홍파|","https://movie-phinf.pstatic.net/20130206_29/13601146693401seof_JPEG/movie_image.jpg?type=m77_110_2","https://movie-phinf.pstatic.net/20120622_267/1340328756544MHaGl_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20120622_269/1340328940864vysmj_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20120920_269/13481235703592mlk1_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20120920_254/1348123571146BhAIK_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20130125_261/1359095432312i53nC_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20130125_290/1359095433272dLgE4_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20130130_18/1359527384253Hf6w8_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20130130_97/13595273843877gWgo_JPEG/movie_image.jpg?type=m665_443_2|"
"36843","러브 액츄얼리","Love Actually , 2003","9.24점","멜로/로맨스|드라마|코미디|","영국|미국|","130분","2020.12.16재개봉,2019.12.18재개봉,2017.12.20재개봉,2015.12.17재개봉,2013.12.18재개봉,2003.12.05개봉","사랑에 상처받은 당신을 위해, 사랑하지만 말하지 못했던 당신을 위해, 사랑에 확신하지 못했던 당신을 위해, 모두의 마음을 따뜻하게 할 선물이 찾아옵니다.","15세 관람가","리차드 커티스","휴 그랜트|리암 니슨|콜린 퍼스|로라 리니|엠마 톰슨|앨런 릭먼|키이라 나이틀리|마틴 맥커친|빌 나이|앤드류 링컨|루시아 모니즈|토마스 생스터|크리스 마셜|하이케 마카취일|로드리고 산토로|치웨텔 에지오포|그레고르 피셔|마틴 프리먼|빌리 밥 손튼|","https://movie-phinf.pstatic.net/20191202_278/1575250003279Taafr_JPEG/movie_image.jpg?type=m77_110_2","https://movie-phinf.pstatic.net/20171227_196/15143556530488ljGA_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20171130_101/151200578756579Jar_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20171130_105/1512005787670e7N09_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20171130_139/1512005788051RDtvI_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20171130_127/1512005788241NR08L_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20171130_79/1512005788484vleGi_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20171130_280/1512005788743OBbqK_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20171130_175/1512005788984DbGJv_JPEG/movie_image.jpg?type=m665_443_2|"
"27350","기쿠지로의 여름","菊次郞の夏 , Summer Of Kikujiro , 1999","8.94점","코미디|","일본|","121분","2002.08.30개봉","모두가 기다리던 여름방학. 하지만 마사오는 전혀 즐겁지 않다. 할머니는 매일 일을 나가시느라 바쁘고 친구들은 가족들과 함께 바다나 시골로 놀러 가버려 외톨이가 되었기 때문. 어느 날 먼 곳에 돈을 벌러 가셨다는 엄마의 주소를 발견한 마사오. 그림 일기장과 방학숙제를 배낭에 넣고 엄마를 찾아 여행길에 오른다. 52세 철없는 어른과 9세 걱정많은 소년. 그들이 마침내 찾은 것은?!","전체 관람가","기타노 다케시","기타노 다케시|세키구치 유스케|키시모토 가요코|다이케 요코|요시유키 카즈코|비트 키요시|그레이트 기다유|이데 랏쿄|마무라 네즈미|호소카와 후미에|마로 아카지|세키네 다이가쿠|","https://movie-phinf.pstatic.net/20170525_275/1495689244264Dsl7g_JPEG/movie_image.jpg?type=m77_110_2","https://movie-phinf.pstatic.net/20111222_204/1324507800964Mho0q_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20170525_275/1495689244264Dsl7g_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20111222_26/1324507794711u7Gsu_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20111222_81/13245077952916HmPl_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20111222_35/1324507795949gateh_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20111222_10/1324507796554mkn6N_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20111222_81/1324507797155xaV5d_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20111222_267/1324507797799vQdmD_JPEG/movie_image.jpg?type=m665_443_2|"
"17059","중경삼림","重慶森林: Chungking Express , 1994","9.27점","드라마|","홍콩|","102분","2021.03.04재개봉,2013.11.28재개봉,1995.09.02개봉","1994년 홍콩, “내 사랑의 유통기한은 만 년으로 하고 싶다” 만우절의 이별 통보가 거짓말이길 바라며 술집을 찾은 경찰 223 고단한 하루를 보내고 술집에 들어온 금발머리의 마약밀매상 ""그녀가 떠난 후 이 방의 모든 것들이 슬퍼한다"" 여자친구가 남긴 이별 편지를 외면하고 있는 경찰 663 편지 속에 담긴 그의 아파트 열쇠를 손에 쥔 단골집 점원 페이 네 사람이 만들어낸 두 개의 로맨스 새로운 사랑을 만나는 방법에 대한 독특한 상상력","15세 관람가","왕가위","임청하|양조위|왕페이|금성무|주가령|","https://movie-phinf.pstatic.net/20210208_255/1612760227924x9jop_JPEG/movie_image.jpg?type=m77_110_2","https://movie-phinf.pstatic.net/20210226_146/1614318966586Wu2iC_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20210226_282/1614319031323z9rqn_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20210226_115/1614319086959WtMFT_JPEG/movie_image.jpg?type=m665_443_2|https://ssl.pstatic.net/static/movie/2012/06/adult_img665x443.png|https://ssl.pstatic.net/static/movie/2012/06/adult_img665x443.png|https://movie-phinf.pstatic.net/20210216_265/1613439436494sCtHU_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20210216_41/1613439453836bekaB_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20210216_288/16134394753082jW2X_JPEG/movie_image.jpg?type=m665_443_2|"
"172113","이별의 아침에 약속의 꽃을 장식하자","さよならの朝に約束の花をかざろう , Maquia: When the Promised Flower Blooms , 2018","9.10점","애니메이션|드라마|","일본|","115분","2020.05.06재개봉,2018.07.19개봉","영원을 살아가는 마키아와 숲 속에 버려진 아이 아리엘, 우연히 만나 운명이 된 두사람의 단 한번 함께한 시간을 담은 네버엔딩 스토리","12세 관람가","오카다 마리","이와미 마나카|이리노 미유|카야노 아이|카지 유우키|사와시로 미유키|호소야 요시마사|쿠노 미사키|사토 리나|히카사 요코|스기타 토모카즈|히라타 히로아키|","https://movie-phinf.pstatic.net/20210507_62/1620351390794y05Cq_JPEG/movie_image.jpg?type=m77_110_2","https://movie-phinf.pstatic.net/20180621_188/1529546627571w5FnO_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20180621_292/1529546627764yOaAd_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20180621_129/1529546627931uFvGS_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20180621_59/1529546628088CsRQ1_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20180621_188/1529546628192lqDJ8_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20180621_73/1529546628301AiMag_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20180621_102/15295466284609hDuV_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20180621_288/152954662863960O3J_JPEG/movie_image.jpg?type=m665_443_2|"
"28876","화양연화","花樣年華 , In The Mood For Love , 2000","9.17점","드라마|멜로/로맨스|","홍콩|프랑스|","99분","2020.12.24재개봉,2013.11.28재개봉,2000.10.21개봉","화양연화花樣年華 가장 아름답고 찬란했던 시절 같은 날 같은 아파트로 이사 온 ‘첸 부인’과 ‘차우’. 이사 첫날부터 자주 마주치던 두 사람은 ‘차우’의 넥타이와 ‘첸 부인’의 가방이 각자 배우자의 것과 똑같음을 깨닫고 그들의 관계를 눈치챈다. 그 관계의 시작이 궁금해진 두 사람은 비밀스러운 만남을 이어가고 감정이 깊어지지 않기 위해 노력하지만, 서로에게 점점 빠져들기 시작한다. ""많은 일이 나도 모르게 시작되죠""","15세 관람가","왕가위","장만옥|양조위|뇌진|반적화|손가군|","https://movie-phinf.pstatic.net/20201028_19/1603867994616GALu9_JPEG/movie_image.jpg?type=m77_110_2","https://movie-phinf.pstatic.net/20201201_146/16068142719359lnjW_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20201203_112/1606986402195J3Gbd_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20201203_8/1606986402423rAmrN_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20201203_122/1606986402633txm4w_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20201203_244/1606986402899wKFUb_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20201201_3/16068144096972AldY_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20201209_275/1607476523165BCE1q_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20201209_66/1607476523414e7iQU_JPEG/movie_image.jpg?type=m665_443_2|"
"189373","69세","An Old Lady , 2019","9.33점","드라마|","한국|","100분","2020.08.20개봉","“인생 그렇게 쉽게 끝나지 않아…” 69세 효정은 병원에서 치료를 받다가 29세의 남자 간호조무사에게 치욕적인 일을 당한다. 긴 고민 끝에 효정은 동거 중인 동인에게 이 사실을 알리고 경찰에 신고한다. 하지만 경찰과 주변 사람 모두 말도 안 되는 일이라며 효정을 치매 환자로 매도하고, 법원 역시 나이 차이를 근거로 사건의 개연성이 부족하다며 구속영장을 기각한다. 효정은 피해자가 더 고통 받는 현실에 굴하지 않고 용기를 내어 가해자를 향한 일갈을 준비하는데… 아직 살아있는 69세의 나를, 당신은 어떻게 보고 있습니까?","15세 관람가","임선애","예수정|기주봉|김준경|김태훈|김중기|문정웅|김정영|","https://movie-phinf.pstatic.net/20200804_267/1596505576712zw2dt_JPEG/movie_image.jpg?type=m77_110_2","https://movie-phinf.pstatic.net/20200804_162/1596505701600iJUWA_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200804_25/15965057017064u4ss_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200804_100/15965057018116G4Rh_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200804_248/15965057019276Qy8F_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200804_193/1596505702039O3fWA_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200804_20/1596505702143NvcYX_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200804_234/1596505702276cLgx3_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200804_93/1596505702499KaArf_JPEG/movie_image.jpg?type=m665_443_2|"
"61450","드림걸즈","Dreamgirls , 2006","10.00점","드라마|뮤지컬|","미국|","129분","2021.08.26재개봉,2007.02.22개봉","“신사 숙녀 여러분, ‘더 드림즈’를 소개합니다” 1960년대 세계를 뒤흔든 스타 탄생! 전설의 소울 트리오 ‘더 드림즈’ 같은 꿈을 키워온 세 친구 ‘디나’, ‘에피’, ‘로렐’의 드라마틱한 데뷔부터 화려한 성공, 아찔한 스캔들까지! 이들을 둘러싼 사랑과 우정, 박수와 환호가 히트송 퍼레이드와 함께 펼쳐진다. 꿈과 희망을 노래하는 환상의 무대가 지금 시작됩니다!","12세 관람가","빌 콘돈","제이미 폭스|비욘세|에디 머피|제니퍼 허드슨|대니 글로버|아니카 노니 로즈|케이스 로빈슨|샤론 릴|힌튼 배틀|","https://movie-phinf.pstatic.net/20210727_54/1627363229238c4U80_JPEG/movie_image.jpg?type=m77_110_2","https://movie-phinf.pstatic.net/20111222_208/1324526387978nq2X7_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20111222_284/1324526388638rSPM7_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20111222_12/1324526389296VmWb8_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20111222_39/1324526389976YrFLq_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20111222_298/1324526390658197ul_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20111222_186/13245263913731k1NE_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20111222_147/1324526392050HfpHQ_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20111222_29/13245263927609wf38_JPEG/movie_image.jpg?type=m665_443_2|"
"142730","분노","怒り , RAGE , 2016","8.77점","스릴러|드라마|","일본|","142분","2017.03.30개봉","무더운 여름의 도쿄, 평범한 부부가 무참히 살해된다. 피로 쓰여진 “분노”라는 글자만이 현장에 남은 유일한 단서. 그리고 1년 후, 연고를 알 수 없는 세 명의 남자가 나타난다. 치바의 항구에서 일하는 요헤이(와타나베 켄)는 3개월 전 돌연 가출해 유흥업소에서 일하던 딸 아이코(미야자키 아오이)를 데리고 집으로 돌아온다. 아이코는 2개월 전부터 항구에서 일하기 시작한 타시로(마츠야마 켄이치)와 만나 사랑에 빠지지만, 요헤이는 타시로의 과거를 의심한다. 클럽파티를 즐기는 도쿄의 샐러리맨 유마(츠마부키 사토시)는 신주쿠에서 만난 나오토(아야노 고)와 하룻밤을 보내고 동거를 시작한다. 사랑의 감정이 깊어져 가지만, 유마는 자신의 이야기를 하지 않는 나오토의 행동에 의심을 품게 된다. 오키나와로 이사 온 고등학생 이즈미(히로세 스즈)는 새로 사귄 친구인 타츠야(사쿠모토 타카라)와 무인도를 구경하던 중 배낭여행을 하던 타나카(모리야마 미라이)를 만나게 된다. 친절하고 상냥한 타나카와 친구가 되는 두 사람. 하지만 그의 정체를 아는 사람은 아무도 없다. 그리고 범인을 쫓고 있던 경찰은 새로운 수배 사진을 공개하는데… 내가 사랑하는 당신… 살인자인가요?","청소년 관람불가","이상일","와타나베 켄|모리야마 미라이|마츠야마 켄이치|아야노 고|히로세 스즈|미야자키 아오이|츠마부키 사토시|피에르 타키|미우라 타카히로|타카하타 미츠키|이케와키 치즈루|하라 히데코|사쿠모토 타카라|","https://movie-phinf.pstatic.net/20170313_250/1489367233468WjYnL_JPEG/movie_image.jpg?type=m77_110_2","https://movie-phinf.pstatic.net/20160830_258/1472542633729SEFhW_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20160830_257/14725426338699TE30_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20160830_264/1472542634065TC7dq_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20160830_279/1472542634153Ul3Cb_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20160830_101/1472542634242I8juS_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20160830_184/1472542634385qvYin_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20160830_275/1472542634562b3glu_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20160830_94/14725426348083Dymv_JPEG/movie_image.jpg?type=m665_443_2|"
"186348","너와 파도를 탈 수 있다면","きみと、波にのれたら , Ride Your Wave , 2019","8.19점","애니메이션|멜로/로맨스|","일본|","96분","2020.07.08개봉","평화로운 바닷가 마을. 불투명한 미래를 두려워하는 대학생 히나코와 정의감 넘치는 소방관 미나토. 바다에서 시작된 그들의 사랑은 영원할 것 같았지만 파도와 함께 물거품처럼 사라진다. “내가 그 노래를 부르면 물 속에 나타나는 거지?” 미나토의 죽음 이후 슬픔에 가라앉은 히나코. 그리운 마음으로 두 사람만의 추억이 담긴 노래를 부르는 그녀의 물 잔 속에 미나토가 나타난다. “사라지지 마!” 손을 잡을 수도, 안을 수도 없는 두 사람. 히나코 앞에 다시 나타난 미나토에게는 그만의 비밀이 있는데…","12세 관람가","유아사 마사아키","카타요세 료타|카와에이 리나|마츠모토 호노카|이토 켄타로|마이클 존스턴|메릿 레이튼|","https://movie-phinf.pstatic.net/20210507_252/1620351732742MDWAo_JPEG/movie_image.jpg?type=m77_110_2","https://movie-phinf.pstatic.net/20200625_21/1593047338219QmxOz_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200625_50/15930473387909UueB_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200625_58/15930473392360OSJF_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200625_157/1593047339621fzCia_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200625_119/1593047340021o4LtE_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200625_279/1593047340522CU8f6_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200625_17/1593047340919tblff_JPEG/movie_image.jpg?type=m665_443_2|https://movie-phinf.pstatic.net/20200625_30/1593047341375GajoR_JPEG/movie_image.jpg?type=m665_443_2|"
